,geometry,site_id,name,id,code,type
1369,POINT Z (-157.44764139754966 2.0465657479587844 25.675695665180683),51301,Kiritimati,51301M001,KRTM,GNSS
1370,POINT Z (168.3151439771516 -17.743974431215445 97.59627447277308),51402,PORT VILA,51402M001,VANU,GNSS
1371,POINT Z (168.31502313311395 -17.749432507278524 86.46275633759797),51402,PORT VILA,51402M002,PTVL,GNSS
1372,POINT Z (171.36451670601608 7.119150252914391 33.70309546031058),51501,MAJURO,51501M001,MAJU,GNSS
1373,POINT Z (158.21010889300496 6.959946472757312 90.67901886999607),51601,POHNPEI,51601M001,POHN,GNSS
1374,POINT Z (130.9559382512892 -12.443300128811435 87.70943558309227),59704,Darwin IPS,59704M001,DWNI,GNSS
1375,POINT Z (146.34962344885759 -41.17860256475094 33.40644462686032),59705,Devonport High,59705M001,DPRT,GNSS
1376,POINT Z (135.64327654461843 -17.77633274086157 274.340209659189),59894,Walhallow,59894M001,WALH,GNSS
1377,POINT Z (130.95554266611705 -16.117719938859157 128.22504320275038),59895,Kidman springs,59895M001,KMAN,GNSS
1378,POINT Z (134.05857371484535 -30.281973574824047 215.41730963252485),59898,Mulgathing,59898M001,MULG,GNSS
1379,POINT Z (146.28409467106644 -24.771701676164078 589.439060064964),59901,Tambo,59901M001,TMBO,GNSS
1380,POINT Z (145.24545447190744 -22.95681360249169 274.22413492854685),59902,Aramac,59902M001,ARMC,GNSS
1381,POINT Z (148.6985510238889 -21.640281063323403 341.44842725619674),59903,Nebo,59903M001,NEBO,GNSS
1382,POINT Z (151.11978560487734 -25.3758014257576 288.38132747635245),59904,Eidsvold,59904M001,EDSV,GNSS
1383,POINT Z (148.1449606238738 -26.358904303760934 534.5943112047389),59905,Mitchell - Quee,59905M001,MCHL,GNSS
1384,POINT Z (152.48686238508014 -30.326618008400686 1241.6168242665008),59907,Hernani - New S,59907M001,HERN,GNSS
1385,POINT Z (141.06916897605083 -17.67167962627739 60.55397873930633),59909,Normanton,59909M001,NMTN,GNSS
1386,POINT Z (143.84707409938216 -39.941847661978365 6.165860625915229),59910,King Island,59910M001,KGIS,GNSS
1387,POINT Z (115.33861406590584 -24.632626164517973 182.38313060440123),59911,Gascoyne Juncti,59911M001,GASC,GNSS
1388,POINT Z (118.67885867488245 -20.539747128410866 41.00460196752101),59912,Port Hedland I,59912M001,PTHL,GNSS
1389,POINT Z (116.63749198235413 -26.696637299501496 354.0692406697199),59913,Murchison Radio,59913M001,MRO1,GNSS
1390,POINT Z (145.8140402037475 -29.677149688002448 181.37336923461407),59915,"North Bourke, N",59915M001,NBRK,GNSS
1391,POINT Z (116.12327294524795 -34.70837436848189 71.16911292541772),59916,Northcliffe,59916M001,NCLF,GNSS
1392,POINT Z (144.45697934052794 -15.577504947038408 150.62825810629874),59917,Laura,59917M001,LURA,GNSS
1393,POINT Z (152.25206689831302 -26.08421760267815 250.79383113607764),59918,Kilkivan,59918M001,KILK,GNSS
1394,POINT Z (114.60955343905556 -26.75738737682982 109.81696808617562),59919,Meadow Station,59919M001,MEDO,GNSS
1395,POINT Z (143.1767091742215 -13.9587635385916 254.67169554997236),59921,Coen,59921M001,COEN,GNSS
1396,POINT Z (131.49272550441023 -22.13280152797819 672.4953964985907),59922,Mount Doreen,59922M001,MTDN,GNSS
1397,POINT Z (136.10066948694958 -22.86052406121687 381.9465865660459),59923,Jervois,59923M001,JERV,GNSS
1398,POINT Z (134.0629341613718 -26.938610573130063 311.241946650669),59925,Lambina,59925M001,LAMB,GNSS
1399,POINT Z (133.97004271703454 -21.45723486946868 619.3345911102369),59927,Neutral Junctio,59927M001,NTJN,GNSS
1400,POINT Z (141.73899589886457 -20.66926972061272 169.40574339870363),59928,Julia Creek,59928M001,JLCK,GNSS
1401,POINT Z (144.2044695426676 -20.947432674334728 523.9965934930369),59929,Hughenden,59929M001,HUGH,GNSS
1402,POINT Z (139.90306200025532 -22.913537877154972 200.56658571679145),59930,Boulia,59930M001,BULA,GNSS
1403,POINT Z (139.34791128083896 -25.900414874225355 69.14764862786978),59931,Birdsville,59931M001,BDVL,GNSS
1404,POINT Z (145.68033966358348 -26.742101892902575 333.6945967739448),59933,Cooladdi,59933M001,COOL,GNSS
1405,POINT Z (150.44410606206822 -29.04554389935924 458.1946337018162),59934,"North Star, New",59934M001,NSTA,GNSS
1406,POINT Z (117.4003124030945 -22.846452522287287 434.62002547830343),59935,Tom Price,59935M001,TOMP,GNSS
1407,POINT Z (148.24158119205828 -40.214381080655095 7.511713448911905),59936,Flinders Island,59936M001,FLND,GNSS
1408,POINT Z (125.80045240789484 -18.12595456914059 155.91396183613688),59937,Fitzroy Crossin,59937M001,FROY,GNSS
1409,POINT Z (114.11337802701536 -21.96066989031904 16.445577772334218),59939,Exmouth,59939M001,EXMT,GNSS
1410,POINT Z (133.69682657515497 -32.1286210174829 7.4810598492622375),59940,Thevenard I,59940M001,THEV,GNSS
1411,POINT Z (137.83480025423697 -19.967615786069825 276.25331110320985),59941,Rocklands,59941M001,RKLD,GNSS
1412,POINT Z (151.65233047854582 -32.411770681057824 486.76743455789983),59942,"Bingleburra, Ne",59942M001,BING,GNSS
1413,POINT Z (133.8165414298677 -18.387882089472892 348.45508241001517),59943,Renner Springs,59943M001,RNSP,GNSS
1414,POINT Z (134.09287697130898 -14.046199138115751 162.34754307940602),59944,Mainoru,59944M001,MAIN,GNSS
1415,POINT Z (115.8948000891114 -32.00388713608219 23.994535301811993),59945,Bentley,59945M001,CUT0,GNSS
1416,POINT Z (125.92435541636885 -31.809109924479166 104.20237623155117),59946,Arubiddy - West,59946M001,ARUB,GNSS
1417,POINT Z (123.86805551971227 -32.4607730126022 130.79418140184134),59947,Balladonia - We,59947M001,BALA,GNSS
1418,POINT Z (149.26957455591275 -31.33331292185222 674.7143572522327),59949,Coonabarabran,59949M001,CNBN,GNSS
1419,POINT Z (120.64349846848287 -19.778605958499693 21.101283899508417),59950,Wallal,59950M001,WLAL,GNSS
1420,POINT Z (141.47010167613016 -31.996290807162662 307.4141196459532),59951,Broken Hill - N,59951M001,BKNL,GNSS
1421,POINT Z (130.82472988357839 -12.455464574956691 69.28162152785808),59952,Larrakeyah,59952M001,LKYA,GNSS
1422,POINT Z (150.79008393155505 -23.160986456174328 58.14374314900488),59953,Roslyn Bay,59953M001,RSBY,GNSS
1423,POINT Z (143.4489066445683 -37.58761853570691 517.9870472643524),59954,Mount Emu - Vic,59954M001,MTEM,GNSS
1424,POINT Z (144.20401354647353 -36.031400079813295 131.45451462175697),59955,"Bald Rock, Vict",59955M001,BROC,GNSS
1425,POINT Z (150.1221976671581 -36.035140943716705 53.238384518772364),59956,Tuross Head,59956M001,TURO,GNSS
1426,POINT Z (121.31905807777883 -28.878430644854376 354.2290048673749),59957,Leonora Airport,59957M001,LONA,GNSS
1427,POINT Z (117.84309738588584 -28.115314295007774 389.46625405550003),59958,Mt. Magnet,59958M001,MTMA,GNSS
1428,POINT Z (142.29621352661954 -10.590369032959867 87.71029528044164),59959,Horn Island - Q,59959M001,HNIS,GNSS
1429,POINT Z (141.6460108441523 -36.30841872246314 138.95542072411627),59960,Nhill - Victori,59960M001,NHIL,GNSS
1430,POINT Z (134.3545281933345 -19.933363419383305 416.35322985518724),59961,Warramunga,59961M001,WMGA,GNSS
1431,POINT Z (143.49206367008514 -32.86413447801344 150.9257805198431),59962,Ivanhoe - New S,59962M001,IHOE,GNSS
1432,POINT Z (142.0574243381077 -29.45015778162774 191.04964813869447),59963,Tibooburra - Ne,59963M001,TBOB,GNSS
1433,POINT Z (120.2183691721971 -26.625677390253585 491.4295296687633),59964,Wiluna,59964M001,WILU,GNSS
1434,POINT Z (133.20670538909508 -25.94568713478556 544.9058628594503),59965,Mount Cavenagh,59965M001,MTCV,GNSS
1435,POINT Z (117.41009931952085 -33.33306178608765 288.9468938987702),59966,Wagin - Western,59966M001,WAGN,GNSS
1436,POINT Z (120.07089002098387 -33.59674381484998 205.72228476405144),59967,Ravensthorpe -,59967M001,RAVN,GNSS
1437,POINT Z (132.15327511398397 -14.375998149676764 184.29695365857333),59968,Katherine - Nor,59968M001,KAT1,GNSS
1438,POINT Z (134.7225767706397 -29.034708976643433 230.30102412961423),59970,Coober Pedy,59970M001,COOB,GNSS
1439,POINT Z (137.16010304177814 -30.45328583451871 101.3801050549373),59971,Andamooka,59971M001,ANDA,GNSS
1440,POINT Z (130.84398860989353 -12.466637849278685 104.8486414887011),59975,Darwin Supreme,59975M001,00NA,GNSS
1441,POINT Z (153.38125717684096 -28.076959178611027 65.18691856507212),59976,Robina,59976M001,ROBI,GNSS
1442,POINT Z (151.92845860035607 -27.53443510620318 685.663827098906),59982,Toowoomba,59982M001,TOOW,GNSS
1443,POINT Z (149.91520047384142 -37.568124176797504 23.910770390182734),59983,Gabo Island,59983M001,GABO,GNSS
1444,POINT Z (133.21275927239284 -15.573154691442081 229.33435848541558),59984,Larrimah,59984M001,LARR,GNSS
1445,POINT Z (131.18682935321291 -13.834574325106864 90.51777850370854),59985,Douglas Daly,59985M001,DODA,GNSS
1446,POINT Z (146.65774197356686 -36.346436587982794 442.94713450595737),59986,Beechworth,59986M001,BEEC,GNSS
1447,POINT Z (137.9343303085945 -32.47028816980731 201.8806372443214),59987,Saltier,59987M001,SA45,GNSS
1448,POINT Z (147.32168000170017 -33.70342487537357 359.65202383790165),59988,West Wyalong,59988M001,WWLG,GNSS
1449,POINT Z (135.7843810140677 -34.14414815329802 169.7120534563437),59996,Yeelana,59996M001,YEEL,GNSS
1450,POINT Z (136.05867504479977 -32.81034629664516 288.6390977501869),59997,Buckleboo,59997M001,BBOO,GNSS
1451,POINT Z (159.0612014070389 -31.519882379977822 71.40132426749915),59998,Lord Howe Islan,59998M001,LORD,GNSS
1452,POINT Z (166.66933245504723 -77.83835035168305 97.98134074453264),66001,Mac Murdo,66001M003,MCM4,GNSS
1453,POINT Z (166.66824749483044 -77.84804482193769 -19.8604041505605),66001,Mac Murdo,66001M004,CRAR,GNSS
1454,POINT Z (166.66365166631442 -77.82943622837097 135.34172065742314),66001,Mac Murdo,66001M005,ARHT,GNSS
1455,POINT Z (62.870714374841505 -67.60476680309156 59.122508838772774),66004,Mawson station,66004M001,MAW1,GNSS
1456,POINT Z (-64.05111983151636 -64.77508924975635 31.107101443223655),66005,Palmer station,66005M002,PALM,GNSS
1457,POINT Z (39.58374249312123 -69.00695702057628 49.99378286022693),66006,Syowa,66006S002,SYOG,GNSS
1458,POINT Z (-68.12577387158056 -67.57138792622324 39.72322115022689),66007,Rothera,66007M003,ROTH,GNSS
1459,POINT Z (-57.90033557639872 -63.32072182478323 30.754578010179102),66008,O'higgins,66008M001,OHIG,GNSS
1460,POINT Z (-57.901329822161706 -63.32108025356854 32.503632293082774),66008,O'higgins,66008M005,OHI2,GNSS
1461,POINT Z (-57.90138310704688 -63.32109155374483 32.64179321564734),66008,O'higgins,66008M006,OHI3,GNSS
1462,POINT Z (-2.8417829412828124 -71.67379541264816 862.348363541998),66009,Sanae,66009M001,VESL,GNSS
1463,POINT Z (77.97261255117533 -68.57732353359198 44.39805403351784),66010,Davis,66010M001,DAVR,GNSS
1464,POINT Z (110.51970632065262 -66.28336037917491 22.463015345856547),66011,Casey,66011M001,CAS1,GNSS
1465,POINT Z (-64.25416103714733 -65.24600471352552 21.028360006399453),66038,Vernadski,66038M002,VNAD,GNSS
1466,POINT Z (160.27141140052504 -77.53273046508411 1869.7141838930547),66061,MOUNT FLEMING,66061M002,FLM5,GNSS
1467,POINT Z (162.56470302020188 -78.9276739350281 243.19765286054462),66062,FISHTAIL POINT,66062M002,FTP4,GNSS
1468,POINT Z (163.1901113389102 -77.03443976938426 -41.60954394750297),66063,CAPE ROBERTS,66063M002,ROB4,GNSS
1469,POINT Z (166.7580222821882 -77.84898657823352 -18.976799465715885),66071,Scott base,66071M001,SCTB,GNSS
1470,POINT Z (161.9978102429755 -77.80590295068319 1878.382071858272),66096,Mount Coates,66096M001,COTE,GNSS
1471,POINT Z (-86.76733242594419 -77.5280367861604 1478.2574109248817),66103,Howard Nunatak,66103M001,HOWN,GNSS
1472,POINT Z (-141.87380853602124 -77.34007718988067 999.8414180269465),66104,Clarke Mountain,66104M001,CLRK,GNSS
1473,POINT Z (-111.88458191114165 -74.54593550537231 313.2082148240879),66105,Bear Peninsula,66105M001,BERP,GNSS
1474,POINT Z (-66.39388102157228 -83.87323981601958 777.219093022868),66106,Rambo_Nunatak__,66106M001,RMBO,GNSS
1475,POINT Z (174.49914009940525 -85.96149327085253 2642.190170498565),66107,Bumstead_Nunata,66107M001,BUMS,GNSS
1476,POINT Z (134.45023363929232 7.328158880582676 74.39975496195257),67701,MALAKAL,67701S001,PALA,GNSS
1477,POINT Z (-88.03171234428339 30.690830464556523 -17.387381218373775),70101,ALDOT 9 DIV OFF,70101M001,AL90,GNSS
1478,POINT Z (-157.40786952036098 70.4720316247653 27.988866626285017),70201,Atqasuk,70201M001,ATQK,GNSS
1479,POINT Z (-159.87836186891232 61.03975137337406 560.3349700197577),70202,Nyac_Gold_AK200,70202M001,AB15,GNSS
1480,POINT Z (-149.62873775041288 59.52128006567783 69.55110777635127),70203,Seal_RocksAK200,70203M001,AC43,GNSS
1481,POINT Z (-168.8546708831958 52.970604302032314 192.79559343494475),70204,Nikolski__AK200,70204M001,AB02,GNSS
1482,POINT Z (-158.6185719621407 56.93035165108828 39.90557882934809),70205,PortHeidenAK200,70205M001,AC40,GNSS
1483,POINT Z (-162.3140532335602 55.08896692572333 584.2786162560806),70206,King_Cove_AK200,70206M001,AC25,GNSS
1484,POINT Z (-154.18304708286118 56.950585777957926 126.84665888082236),70207,AkhiokCorpAK200,70207M001,AC02,GNSS
1485,POINT Z (-134.64699810482588 56.245062123648964 5.2682949947193265),70208,PortAlexanAK200,70208M001,AB48,GNSS
1486,POINT Z (-107.93011545753788 35.21657380324102 2020.7140792598948),73101,Grants Nmdot,73101M001,NMGR,GNSS
1487,POINT Z (-81.37944762687572 19.292948662715844 8.411843469366431),80401,George Town,80401M001,GCGT,GNSS
1488,POINT Z (-57.85074256280124 -51.6984096205131 66.1392291970551),80601,Port Stanley -,80601S001,LKTH,GNSS
1489,POINT Z (-57.87406732245374 -51.69365150544962 50.834073572419584),80602,Stanley,80602M001,FALK,GNSS
1490,POINT Z (-17.893826554488903 28.763873061645633 2199.198522079736),81701,La Palma,81701M001,LPAL,GNSS
1491,POINT Z (-67.0668353112853 18.463193265831805 89.11885909549892),82001,Isabella,82001M002,PUR6,GNSS
1492,POINT Z (-67.0669565957228 18.462977798632668 89.53723587561399),82001,Isabella,82001S003,PUR3,GNSS
1493,POINT Z (-67.06695655305985 18.46297772339089 89.71722043678164),82001,Isabella,82001M003,PUR5,GNSS
1494,POINT Z (-67.04537090588592 17.970398512170373 -25.47913339547813),82002,Magueyes Island,82002M001,PRMI,GNSS
1495,POINT Z (-66.16119883493602 18.407837258534386 49.22431373875588),82009,Bayamon Science,82009M001,BYSP,GNSS
1496,POINT Z (-64.97444683225524 18.34009538038677 -21.47435376700014),82101,"St. Thomas, US",82101M001,STVI,GNSS
1497,POINT Z (144.80271208282227 13.433208547871326 134.72725828457624),82301,USGS of Guam,82301M001,GUUG,GNSS
1498,POINT Z (-17.779381806096048 28.605733882623458 526.2227214202285),83207,SANTA CRUZ DE L,83207M001,MAZO,GNSS
1499,POINT Z (-68.95801415931365 12.18004395128779 33.32139456085861),86201,Curacao__CUW201,86201M001,CN40,GNSS
1500,POINT Z (45.25815245685514 -12.782052766871162 -16.371221443638206),90101,Dzaoudzi,90101M001,MAYG,GNSS
1501,POINT Z (70.25552271937127 -49.35146707910448 73.0239117089659),91201,Kerguelen,91201M002,KERG,GNSS
1502,POINT Z (70.2555058805116 -49.35154329456403 72.97956846281886),91201,Kerguelen,91201M007,KRGG,GNSS
1503,POINT Z (70.21792843316791 -49.352183206849624 47.260524773970246),91201,Kerguelen,91201M009,KETG,GNSS
1504,POINT Z (51.85548216145499 -46.431896492716035 202.809436426498),91301,ILE DE LA POSSE,91301M002,CZTG,GNSS
1505,POINT Z (77.53137021971418 -38.7143394380236 17.986224913038313),91402,Saint-Paul (Isl,91402M001,SPTG,GNSS
1506,POINT Z (140.00193503440528 -66.66508571241286 -1.364234710112214),91501,Ile des Petrels,91501M001,DUM1,GNSS
1507,POINT Z (-149.60645490217937 -17.57705898795711 98.02497160155326),92201,Papeete (Tahiti,92201M009,THTI,GNSS
1508,POINT Z (-149.57272574161993 -17.533081538903303 11.934007675386965),92201,Papeete (Tahiti,92201M011,PAPE,GNSS
1509,POINT Z (-149.60619415212182 -17.577026147379755 99.81679664831609),92201,Papeete (Tahiti,92201S011,TAH1,GNSS
1510,POINT Z (-149.57272572539068 -17.533081515667796 11.932189059443772),92201,Papeete (Tahiti,92201M011,PAPE,GNSS
1511,POINT Z (-149.61430463052113 -17.555311002771095 12.04715165682137),92201,Papeete (Tahiti,92201M012,FAA1,GNSS
1512,POINT Z (-149.60644010932242 -17.577059437204404 98.00642758514732),92201,Papeete (Tahiti,92201M016,THTG,GNSS
1513,POINT Z (-149.2953221575156 -17.805939194351385 11.744014790281653),92204,Port Vairao,92204M001,VRTG,GNSS
1514,POINT Z (-134.96482544562784 -23.130353988641044 80.64484681375325),92301,Rikitea (Ile Ma,92301M003,GAMB,GNSS
1515,POINT Z (-149.47554129670564 -23.341796932926123 4.508902207016945),92401,Tubuai,92401M002,TBTG,GNSS
1516,POINT Z (-147.70604745067777 -14.945827471670272 6.978412112221122),92501,Rangiroa,92501M002,RGTG,GNSS
1517,POINT Z (-143.56920973399093 -16.6270479523259 2.6430802987888455),92509,Makemo tide gau,92509M001,MKTG,GNSS
1518,POINT Z (166.41020335028912 -22.26984637827993 83.04823987279087),92701,Noumea,92701M003,NOUM,GNSS
1519,POINT Z (166.48488617287816 -22.228322726471177 160.3189439009875),92701,Noumea,92701M005,NRMD,GNSS
1520,POINT Z (164.94305499986962 -20.688835335308582 134.98101259674877),92726,Hienghene,92726M002,HGHN,GNSS
1521,POINT Z (164.2873381829538 -20.558688914906405 84.14890637435019),92727,Koumac,92727S001,KOUC,GNSS
1522,POINT Z (167.26378302700115 -20.917983238472484 73.16548902820796),92732,WE-LIFOU,92732S001,LPIL,GNSS
1523,POINT Z (166.21537291473672 -21.6085804883111 107.01860235072672),92739,Thio,92739M001,THIO,GNSS
1524,POINT Z (166.416119966482 -22.24199511553006 66.21068380679935),92747,Numbo,92747M001,NBTG,GNSS
1525,POINT Z (167.87579467342582 -21.547559771073068 67.00039383303374),92748,Tadine - Ile Ma,92748M001,MRTG,GNSS
1526,POINT Z (166.56580522598026 -20.574768501908736 80.46510123088956),92749,Hwadrilla - Ile,92749M001,IAAI,GNSS
1527,POINT Z (-178.1209474966888 -14.307802013750392 84.87283880449831),92902,Futuna,92902S002,FTNA,GNSS
1528,POINT Z (-178.16024222763937 -14.296048452119706 52.30403333250433),92903,Leava tide gaug,92903M001,FTTG,GNSS
1529,POINT Z (-61.52753598373802 16.262306052062662 -25.555818505585194),97103,Les Abymes - Ra,97103M001,ABMF,GNSS
1530,POINT Z (-61.53164268710713 16.224365513766227 -39.604243433102965),97108,Pointe-a-Pitre,97108M001,PPTG,GNSS
1531,POINT Z (-61.06334632401395 14.601468489771502 -30.10612142458558),97201,Fort de France,97201M007,FFT2,GNSS
1532,POINT Z (-60.99617614537247 14.594817094884588 -27.105529352091253),97205,Lamentin Airpor,97205M001,LMMF,GNSS
1533,POINT Z (-52.80596009768594 5.252182380847007 -25.783396581187844),97301,KOUROU,97301M210,KOUR,GNSS
1534,POINT Z (-52.805972316227184 5.252189588395656 -25.770144380629063),97301,KOUROU,97301M211,KOU1,GNSS
1535,POINT Z (-52.63975032190007 5.09847122315694 107.2456278661266),97301,KOUROU,97301M402,KOUG,GNSS
1536,POINT Z (-52.30997494844891 4.948772879320404 45.91558996401727),97302,Cayenne,97302M002,CAYN,GNSS
1537,POINT Z (-52.58675189572897 5.28467632229276 -28.003306807018816),97309,Ile Royale,97309M001,IRYL,GNSS
1538,POINT Z (55.571721822088534 -21.208224660868517 1558.37141519133),97401,La Reunion,97401M003,REUN,GNSS
1539,POINT Z (55.28448798696098 -20.964400551490844 23.10689076781273),97413,Le Port,97413M001,LEPO,GNSS
1540,POINT Z (55.495234084606246 -20.89676093543779 49.273911585099995),97415,"Saint-Denis, Le",97415M001,STDE,GNSS
1541,POINT Z (-56.16824609913376 46.77782478852469 0.4537839172407985),97501,Saint-Pierre,97501M005,STPM,GNSS
1542,POINT Z (6.921127675725459 43.75469397584656 1322.836164164357),10002,Grasse (OCA),10002S001,7835,SLR
1543,POINT Z (6.9215764612823785 43.75463445487693 1323.3432332416996),10002,Grasse (OCA),10002S002,7845,SLR
1544,POINT Z (8.762698268870011 41.92739128662286 96.80210820678622),10077,Ajaccio,10077M002,7848,SLR
1545,POINT Z (18.939452087898466 69.66297657947618 132.95418168511242),10302,Tromso,10302M002,7602,SLR
1546,POINT Z (24.394557339155842 60.21731115688418 78.27726045902818),10503,Metsahovi,10503S001,7805,SLR
1547,POINT Z (24.394556961987867 60.21715592415322 74.12023316603154),10503,Metsahovi,10503S014,7806,SLR
1548,POINT Z (15.493366080096191 47.067138195248766 539.3927001655102),11001,GRAZ LUSTBUEHEL,11001S002,7839,SLR
1549,POINT Z (23.39472587277784 42.55567110003011 1113.6475723339245),11101,Sofia,11101M001,7505,SLR
1550,POINT Z (17.074591255911194 52.27698283198897 122.63292546290904),12205,Borowiec,12205S001,7811,SLR
1551,POINT Z (24.05860500845752 56.948465559079665 29.389307647943497),12302,Riga,12302M001,7560,SLR
1552,POINT Z (24.059080055181038 56.94855295643985 31.352432882413268),12302,Riga,12302S002,1884,SLR
1553,POINT Z (24.05863450656791 56.948722826904635 31.22121362015605),12302,Riga,12302S006,1885,SLR
1554,POINT Z (37.22490528539909 56.027733990631255 227.2985598454252),12309,MENDELEEVO,12309S003,1874,SLR
1555,POINT Z (104.31639074092551 52.21913835040907 505.63402727339417),12313,Irkoutsk,12313S007,1891,SLR
1556,POINT Z (33.99161051031454 44.415356794400424 386.4758349461481),12337,Simeiz,12337M001,7561,SLR
1557,POINT Z (33.99095561151122 44.413188070835304 364.3661127919331),12337,Simeiz,12337S003,1873,SLR
1558,POINT Z (33.970129196375765 44.393174488173905 68.12579479068518),12337,Simeiz,12337S006,1893,SLR
1559,POINT Z (102.23536268348586 51.7700335141322 803.346978331916),12338,Badary,12338S004,1890,SLR
1560,POINT Z (66.94309539924173 38.68573989894656 2713.9529435960576),12340,Maidanak,12340S001,1863,SLR
1561,POINT Z (66.94309197469987 38.68489563376622 2713.592793757096),12340,Maidanak,12340S002,1864,SLR
1562,POINT Z (136.7438339541212 50.69461046871399 269.3824564171955),12341,KOMSOMOLSK-NA-A,12341S001,1868,SLR
1563,POINT Z (29.780456825419275 60.53315528284981 69.06252097990364),12350,Svetloe,12350S002,1888,SLR
1564,POINT Z (41.56538484641677 43.78866997567542 1155.4174492638558),12351,ZELENCHUKSKAYA,12351S002,1889,SLR
1565,POINT Z (30.495886820762163 50.36313260390837 211.73884531203657),12356,Kiev - Golosiiv,12356S001,1824,SLR
1566,POINT Z (23.954419273805172 49.917573090052684 359.5126771023497),12368,Brjuhovychi,12368S001,1831,SLR
1567,POINT Z (82.17729836577405 51.34389956055749 369.29989148583263),12372,Altay,12372S001,1879,SLR
1568,POINT Z (41.43147388013321 43.64984276723987 2077.352377753705),12373,Arkhyz,12373S001,1886,SLR
1569,POINT Z (23.932466973549325 38.07859269091135 510.5530795454979),12602,Dionysos,12602M002,7515,SLR
1570,POINT Z (25.566226726242125 40.92802338684874 182.69702830910683),12612,Askites,12612M001,7510,SLR
1571,POINT Z (24.69416998243659 35.40424081085092 102.66304896958172),12613,Roumelli,12613M001,7517,SLR
1572,POINT Z (20.664839164537238 39.734253927864025 598.6482535395771),12614,Karitsa,12614M001,7520,SLR
1573,POINT Z (27.780807423278365 35.95151634326834 73.98477143421769),12615,Katavia,12615M001,7512,SLR
1574,POINT Z (21.87761564563668 36.79144363935361 476.1943147247657),12616,Xrisokalaria,12616M001,7525,SLR
1575,POINT Z (24.070547197514948 35.53304119448285 160.34544379264116),12617,Chania,12617M002,7830,SLR
1576,POINT Z (12.56745356126925 35.51776620868984 112.19712784513831),12706,Lampedusa,12706M001,7544,SLR
1577,POINT Z (11.64649653147428 44.52003903895144 49.39005516376346),12711,Medicina,12711M002,7546,SLR
1578,POINT Z (14.988416390714615 36.87660083953706 125.24468094762415),12717,Noto,12717M001,7543,SLR
1579,POINT Z (13.875569085407626 45.64295594556353 447.22659376170486),12718,TRIESTE,12718M002,7550,SLR
1580,POINT Z (8.972992917305353 39.13549891992808 229.95705779735),12725,Cagliari,12725M002,7545,SLR
1581,POINT Z (8.972050519508683 39.13666089858192 252.07741100899875),12725,Cagliari,12725S013,7548,SLR
1582,POINT Z (16.704691728944024 40.648835781190684 535.8380307881162),12734,Matera,12734S001,7939,SLR
1583,POINT Z (16.70429306876051 40.64853304501451 528.3833882436156),12734,Matera,12734M004,7541,SLR
1584,POINT Z (16.704614547110502 40.6486731511702 536.9815060747787),12734,Matera,12734S008,7941,SLR
1585,POINT Z (11.693033249787543 45.32184149569916 523.3323938986287),12749,MONTE VENDA,12749M001,7542,SLR
1586,POINT Z (0.3361285649584317 50.86738334312107 75.39709528069943),13212,Herstmonceux Ca,13212S001,7840,SLR
1587,POINT Z (-6.205306799560345 36.46525664361994 97.91507464181632),13402,SAN FERNANDO,13402S004,7824,SLR
1588,POINT Z (-6.206217144425134 36.462786607003125 68.15059016644955),13402,SAN FERNANDO,13402M005,7823,SLR
1589,POINT Z (-6.2053067139107805 36.46525661549749 98.26169677916914),13402,SAN FERNANDO,13402S007,7824,SLR
1590,POINT Z (5.8098117111063114 52.178403429474464 93.43612746614963),13504,KOOTWIJK,13504S001,7833,SLR
1591,POINT Z (5.810174036224148 52.17818542164691 88.58869869355112),13504,KOOTWIJK,13504M002,8833,SLR
1592,POINT Z (7.465224527215639 46.87723155448096 951.1124470699579),14001,Zimmerwald,14001S001,7810,SLR
1593,POINT Z (7.465224516900016 46.8772314937003 951.3448372855783),14001,Zimmerwald,14001S007,7810,SLR
1594,POINT Z (13.065294952066658 52.38026500139369 147.90902879554778),14106,Potsdam,14106S001,1181,SLR
1595,POINT Z (13.064898371694909 52.380021117011246 133.53647471684963),14106,Potsdam,14106S009,7836,SLR
1596,POINT Z (13.061436993874429 52.38301383806777 127.33767508622259),14106,Potsdam,14106S011,7841,SLR
1597,POINT Z (12.878102511940872 49.14494162411015 661.1258220905438),14201,Wettzell,14201S002,7834,SLR
1598,POINT Z (12.878690223315242 49.14416497761954 658.6268655415624),14201,Wettzell,14201M004,7596,SLR
1599,POINT Z (12.878485465969696 49.14398115856009 660.2814403437078),14201,Wettzell,14201M005,7597,SLR
1600,POINT Z (12.878013024314281 49.144419801581144 665.3817681688815),14201,Wettzell,14201S018,8834,SLR
1601,POINT Z (12.878102327374513 49.144941614919816 663.177034093067),14201,Wettzell,14201S045,7827,SLR
1602,POINT Z (12.877256048431187 49.144284511969694 657.2328455485404),14201,Wettzell,14201M200,7594,SLR
1603,POINT Z (46.40037047485116 24.91055044184776 760.1477939384058),20101,SOLAR VILLAGE -,20101S001,7832,SLR
1604,POINT Z (35.08856154866154 31.722399308892793 772.8347057672217),20702,BAR GIYYORA,20702M001,7530,SLR
1605,POINT Z (40.1948930992219 37.92024105101281 724.4220094596967),20801,Diyarbakir,20801M001,7575,SLR
1606,POINT Z (34.8130139136397 39.80053480592512 1676.5052387230098),20802,Yozgat,20802M001,7585,SLR
1607,POINT Z (33.19125739027921 37.377666178499815 1357.1446553561836),20803,Melengiclick,20803M001,7580,SLR
